Name; dG; StdError; SMILE; Token; Solvent; MW; HeavyMW; maxAbsCharge; minAbsCharge; #V e; HLC_in_water; Class; HLCerr 
2-tetradecanone; -0.508351; 0.948176; CCCCCCCCCCCCC(=O)C; [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 0]; 1; 0.15686480904233832; 0.13472782715319578; 0.31418694559829374; 0.2725349379753673; 0.30405405405405406; 0.251; 4; 3.0827436505436205
2-pentadecanone; -0.073163; 0.981372; CCCCCCCCCCCCCC(=O)C; [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9, 0]; 1; 0.16722492717849333; 0.14351517208885817; 0.31418694559829374; 0.2725349379753673; 0.32432432432432434; 0.0055; 4; 0.0
2-hexadecanone; 0.767835; 1.034411; CCCCCCCCCCCCCCC(=O)C; [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10, 0]; 1; 0.17758504531464836; 0.15230251702452055; 0.31418694559829374; 0.2725349379753673; 0.34459459459459457; 0.0017; 4; 0.0
2-heptadecanone; 1.106957; 1.072204; CCCCCCCCCCCCCCCC(=O)C; [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 11, 0]; 1; 0.1879451634508034; 0.16108986196018293; 0.31418694559829374; 0.2725349379753673; 0.36486486486486486; 0.0004; 4; 0.0
menthone; -3.477245; 0.553442; C[C@@H]1CC[C@H](C(=O)C1)C(C)C; [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]; 1; 0.11393440398022289; 0.09957844741054628; 0.31350630253190803; 0.28656234198961794; 0.21621621621621623; 5.75; 4; 0.1953087523207659
tricyclo[3.3.1.1(3,7)]decanone; -5.9147; 0.270054; C1C2CC3CC1CC(C2)C3=O; [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]; 1; 0.11095453894523233; 0.09957844741054628; 0.31319941427724346; 0.29200715434683966; 0.20270270270270271; 100.08679057999392; 4; 0.4909470945092318
3-buten-2-one; -7.386837; 0.553334; CC(=O)C=C; [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]; 1; 0.051773695163292714; 0.04685437779657198; 0.3091322483595264; 0.3192787767694829; 0.0945945945945946; 32.61258888769098; 4; 1.8845412026790207
4-methyl-3-penten-2-one; -6.0879; 1.529305; CC(=CC(=O)C)C; [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]; 1; 0.07249393143560277; 0.06442906766789674; 0.3091099393027736; 0.3203823398807691; 0.13513513513513514; 18.857142857142858; 4; 0.9932517730102832
1-phenylethanone; -7.959691; 0.17928; CC(=O)C1=CC=CC=C1; [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]; 1; 0.08874437015542698; 0.0820037575392215; 0.30840774307351326; 0.33566122291446443; 0.1554054054054054; 115.75861439868106; 4; 4.157145463461132
phenyl ethyl ketone; -7.099184; 0.457238; CCC(=O)C1=CC=CC=C1; [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]; 1; 0.09910448829158201; 0.0907911024748839; 0.3080889155494631; 0.34155806190941446; 0.17567567567567569; 81.10836261157789; 4; 3.205803743300848
4-methoxy-4-methyl-2-pentanone; -7.106531; 1.02087; CC(=O)CC(C)(C)OC; [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]; 1; 0.09616713722542096; 0.08492141065748156; 0.3962080011028771; 0.27854174325325665; 0.18243243243243243; 318.875; 4; 3.5809904921027518
2-methyl-5-(1-methylethenyl)-2-cyclohexen-1-one; -6.981616; 0.365352; CC1=CCC(CC1=O)C(=C)C; [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]; 1; 0.11095453894523233; 0.09957844741054628; 0.3084545017511643; 0.3337031571512681; 0.20270270270270271; 62.333333333333336; 4; 0.5148989491536269
benzophenone; -8.699091; 0.57527; C1=CC=C(C=C1)C(=O)C2=CC=CC=C2; [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]; 1; 0.134585230766221; 0.12594048221753343; 0.3022333071032614; 0.405662248491016; 0.22972972972972974; 1186.0452876782033; 4; 3.0528906873939388
3,5,5-trimethyl-2-cyclohexen-1-one; -8.070408; 0.572119; CC1=CC(=O)CC(C1)(C)C; [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]; 1; 0.10208435332657258; 0.09079110247488388; 0.3087553271795637; 0.3280325911718619; 0.1891891891891892; 113.42191451803856; 4; 4.66232859982804
bicyclo[2.2.1]heptan-2-one; -6.8717; 0.202825; C1CC2CC1CC2=O; [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]; 1; 0.08136411705426252; 0.07321641260355911; 0.3135175516043641; 0.2860687601158664; 0.14864864864864866; 39.59511757298084; 4; 0.0
2,3-butanedione; -7.923232; 0.149726; CC(=O)C(=O)C; [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]; 1; 0.06359685029946059; 0.058559375850494415; 0.3049751942761193; 0.4098646552995345; 0.11486486486486487; 544.4469054613603; 4; 5.979483058402243
2,4-pentanedione; -13.098788; 1.417204; CC(=O)CC(=O)C; [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]; 1; 0.07395696843561562; 0.0673467207861568; 0.3136698909730385; 0.2879845996270388; 0.13513513513513514; 2493.576518677798; 4; 5.527736041401967
9,10-anthracenedione; -10.650101; 0.205537; C1=CC=C2C(=C1)C(=O)C3=CC=CC=C3C2=O; [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]; 1; 0.15378863900355336; 0.14643282520711823; 0.3021776185086044; 0.4088092464236798; 0.25675675675675674; 314402.2; 4; 12.37312673019334
methanoic acid; -11.007273; 0.269878; C(=O)O; [0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]; 1; 0.03400642840849078; 0.03219734104350727; 0.5062773033196036; 0.6113365736345744; 0.060810810810810814; 7053.450790503543; 8; 3.4673371841667
ethanoic acid; -11.024592; 0.426866; CC(=O)O; [1, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]; 1; 0.04436654654464582; 0.04098468597916966; 0.5041482421092686; 0.6314716445220603; 0.08108108108108109; 5313.554993791938; 7; 3.553625408177968
propanoic acid; -10.2762; 0.566593; CCC(=O)O; [1, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]; 1; 0.05472666468080085; 0.049772030914832045; 0.5039434572240636; 0.6375272668333616; 0.10135135135135136; 4090.162540353173; 7; 4.6443908991413725
butanoic acid; -9.646939; 0.548412; CCCC(=O)O; [1, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]; 1; 0.06508678281695587; 0.058559375850494415; 0.5039357074420732; 0.6380972411673377; 0.12162162162162163; 2914.583333333333; 7; 3.837915033274424
2-methylpropanoic acid; -9.484948; 0.51249; CC(C)C(=O)O; [1, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]; 1; 0.06508678281695587; 0.058559375850494415; 0.5037378667456546; 0.643564363130956; 0.12162162162162163; 2347.894736842105; 7; 3.8224108467384585
pentanoic acid; -9.317273; 0.617351; CCCCC(=O)O; [1, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]; 1; 0.07544690095311091; 0.0673467207861568; 0.5039355758952948; 0.6381192373806688; 0.14189189189189189; 1862.114779916119; 7; 3.106080330722856
3-methylbutanoic acid; -9.2051; 0.49743; CC(C)CC(=O)O; [1, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]; 1; 0.07544690095311091; 0.0673467207861568; 0.5039279031369426; 0.6386695632388698; 0.14189189189189189; 1756.5384615384614; 7; 3.764102875351524
2,2-dimethylpropanoic acid; -8.3932; 0.404086; CC(C)(C)C(=O)O; [1, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]; 1; 0.07544690095311091; 0.0673467207861568; 0.5035314868943207; 0.6495822539501424; 0.14189189189189189; 780.8571428571429; 7; 2.855970331178832
hexanoic acid; -8.706429; 0.720355; CCCCCC(=O)O; [1, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0]; 1; 0.08580701908926594; 0.07613406572181917; 0.5039355748475338; 0.6381196156531699; 0.16216216216216217; 1585.2765587204033; 7; 3.546909192843549
heptanoic acid; -8.127857; 0.719741; CCCCCCC(=O)O; [1, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0]; 1; 0.09616713722542096; 0.08492141065748156; 0.5039355748435418; 0.6381196186821021; 0.18243243243243243; 1939.375; 7; 2.645529844120876
octanoic acid; -7.488469; 0.696732; CCCCCCCC(=O)O; [1, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0]; 1; 0.10652725536157599; 0.09370875559314396; 0.5039355748435345; 0.6381196186936721; 0.20270270270270271; 1370.625; 7; 6.056003068245552
2-ethylhexanoic acid; -6.656768; 0.581973; CCCCC(CC)C(=O)O; [1, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]; 1; 0.10652725536157599; 0.09370875559314396; 0.5037221587349049; 0.644729479071494; 0.20270270270270271; 1036.6666666666667; 7; 1.925290861852578
nonanoic acid; -6.968351; 0.78767; CCCCCCCCC(=O)O; [1, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 0]; 1; 0.11688737349773103; 0.10249610052880634; 0.5039355748435345; 0.6381196186936933; 0.22297297297297297; 1340.0; 7; 3.058252630535325
decanoic acid; -6.431959; 0.737394; CCCCCCCCCC(=O)O; [1, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 0]; 1; 0.12724749163388605; 0.11128344546446871; 0.5039355748435345; 0.6381196186936933; 0.24324324324324326; 4184.285714285715; 7; 4.148411783492376
octadecanoic acid; -1.419012; 0.929664; CCCCCCCCCCCCCCCCCC(=O)O; [1, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 13, 0]; 1; 0.21012843672312628; 0.18158220494976776; 0.5039355748435345; 0.6381196186936933; 0.40540540540540543; 4168327.6666666665; 7; 13.600399178347333
propenoic acid; -10.4678; 0.332456; C=CC(=O)O; [1, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]; 1; 0.053236732163305565; 0.049772030914832045; 0.5006461250506047; 0.6894460453387026; 0.0945945945945946; 10469.23076923077; 7; 4.553876891600542
2-methyl-2-propenoic acid; -9.620808; 0.330013; CC(=C)C(=O)O; [1, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]; 1; 0.06359685029946059; 0.058559375850494415; 0.5004448706914807; 0.6956942303981962; 0.11486486486486487; 2797.692307692308; 7; 4.941642422609304
benzenecarboxylic acid; -10.776701; 0.300747; C1=CC=C(C=C1)C(=O)O; [0, 0, 0, 0, 1, 0, 0, 0, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]; 1; 0.09020740715543983; 0.08492141065748156; 0.500175000203864; 0.7062611296618335; 0.1554054054054054; 28981.5196143008; 7; 6.571283042360924
4-hydroxybenzoic acid; -15.6501; 0.431749; C1=CC(=CC=C1C(=O)O)O; [0, 0, 0, 0, 1, 0, 0, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]; 1; 0.10203056229160772; 0.09662640871140402; 0.5319327992233874; 0.7062708750238451; 0.17567567567567569; 183333333.3333333; 7; 0.6567795363890703
